ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus
34,,72,2025-03-26,LAL,@,IND,"W, 120-119",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,
34,,73,2025-03-27,LAL,@,CHI,"L, 117-119",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,
34,,74,2025-03-29,LAL,@,MEM,"W, 134-127",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,
34,,75,2025-03-31,LAL,,HOU,"W, 104-98",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,
34,,76,2025-04-03,LAL,,GSW,"L, 116-123",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,
34,,77,2025-04-04,LAL,,NOP,"W, 124-108",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,
35,93,78,2025-04-06,LAL,@,OKC,"W, 126-99",0,02:16,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,0,0,0,0,0,0.3,4
36,94,79,2025-04-08,LAL,@,OKC,"L, 120-136",0,01:47,0,0,,0,0,,0,0,,,2,2,1.000,0,1,1,0,0,0,0,0,2,2.3,1
36,,80,2025-04-09,LAL,@,DAL,"W, 112-97",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,
36,,81,2025-04-11,LAL,,HOU,"W, 140-109",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,
37,95,82,2025-04-13,LAL,@,POR,"L, 81-109",0,19:29,2,4,.500,0,1,.000,2,3,.667,.500,0,2,.000,3,5,8,0,1,5,0,3,4,8.1,-1
