ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus
11,433.0,11,2024-11-13,NYK,,CHI,"L, 123-124",1,34:29,9.0,20.0,0.45,3.0,9.0,0.333,6.0,11.0,0.545,0.525,3.0,5.0,0.6,1.0,2.0,3.0,8.0,0.0,0.0,2.0,3.0,24.0,16.5,-13.0
12,434.0,12,2024-11-15,NYK,,BRK,"W, 124-122",1,34:07,12.0,20.0,0.6,3.0,8.0,0.375,9.0,12.0,0.75,0.675,10.0,12.0,0.833,0.0,3.0,3.0,7.0,0.0,0.0,3.0,4.0,37.0,28.2,-1.0
13,435.0,13,2024-11-17,NYK,,BRK,"W, 114-104",1,34:22,3.0,14.0,0.214,0.0,5.0,0.0,3.0,9.0,0.333,0.214,6.0,8.0,0.75,1.0,4.0,5.0,10.0,2.0,0.0,3.0,4.0,12.0,8.9,-1.0
14,436.0,14,2024-11-18,NYK,,WAS,"W, 134-106",1,30:18,9.0,15.0,0.6,5.0,9.0,0.556,4.0,6.0,0.667,0.767,3.0,3.0,1.0,0.0,1.0,1.0,11.0,1.0,0.0,0.0,1.0,26.0,27.7,26.0
15,437.0,15,2024-11-20,NYK,@,PHO,"W, 138-122",1,36:42,12.0,21.0,0.571,7.0,11.0,0.636,5.0,10.0,0.5,0.738,5.0,5.0,1.0,1.0,1.0,2.0,10.0,1.0,0.0,5.0,1.0,36.0,29.7,16.0
16,438.0,16,2024-11-23,NYK,@,UTA,"L, 106-121",1,37:03,8.0,19.0,0.421,2.0,9.0,0.222,6.0,10.0,0.6,0.474,5.0,5.0,1.0,0.0,2.0,2.0,8.0,1.0,0.0,2.0,3.0,23.0,16.9,-15.0
17,439.0,17,2024-11-25,NYK,@,DEN,"W, 145-118",1,37:52,8.0,14.0,0.571,4.0,5.0,0.8,4.0,9.0,0.444,0.714,3.0,3.0,1.0,0.0,3.0,3.0,17.0,0.0,0.0,2.0,2.0,23.0,26.4,19.0
18,440.0,18,2024-11-27,NYK,@,DAL,"L, 114-129",1,36:22,14.0,21.0,0.667,0.0,3.0,0.0,14.0,18.0,0.778,0.667,9.0,10.0,0.9,0.0,3.0,3.0,7.0,2.0,0.0,2.0,4.0,37.0,31.7,-12.0
19,441.0,19,2024-11-29,NYK,@,CHO,"W, 99-98",1,36:41,9.0,18.0,0.5,4.0,6.0,0.667,5.0,12.0,0.417,0.611,9.0,12.0,0.75,0.0,6.0,6.0,6.0,1.0,1.0,2.0,4.0,31.0,24.9,0.0
20,442.0,20,2024-12-01,NYK,,NOP,"W, 118-85",1,26:28,4.0,11.0,0.364,3.0,7.0,0.429,1.0,4.0,0.25,0.5,5.0,5.0,1.0,2.0,0.0,2.0,9.0,0.0,0.0,3.0,3.0,16.0,13.4,29.0
21,443.0,21,2024-12-03,NYK,,ORL,"W, 121-106",1,26:31,8.0,15.0,0.533,1.0,3.0,0.333,7.0,12.0,0.583,0.567,4.0,4.0,1.0,1.0,1.0,2.0,4.0,0.0,0.0,3.0,3.0,21.0,13.3,24.0
22,444.0,22,2024-12-05,NYK,,CHO,"W, 125-101",1,26:58,6.0,8.0,0.75,5.0,6.0,0.833,1.0,2.0,0.5,1.063,7.0,8.0,0.875,0.0,1.0,1.0,5.0,1.0,0.0,0.0,1.0,24.0,24.8,22.0
23,445.0,23,2024-12-07,NYK,,DET,"L, 111-120",1,43:48,11.0,21.0,0.524,3.0,7.0,0.429,8.0,14.0,0.571,0.595,6.0,9.0,0.667,0.0,4.0,4.0,10.0,1.0,0.0,5.0,2.0,31.0,22.9,-10.0
24,446.0,24,2024-12-09,NYK,@,TOR,"W, 113-108",1,34:31,7.0,13.0,0.538,4.0,8.0,0.5,3.0,5.0,0.6,0.692,2.0,5.0,0.4,0.0,4.0,4.0,11.0,0.0,0.0,3.0,1.0,20.0,18.0,-2.0
25,447.0,25,2024-12-11,NYK,,ATL,"L, 100-108",1,35:31,5.0,15.0,0.333,2.0,6.0,0.333,3.0,9.0,0.333,0.4,2.0,3.0,0.667,1.0,3.0,4.0,8.0,1.0,1.0,2.0,0.0,14.0,12.0,0.0
26,448.0,26,2024-12-15,NYK,@,ORL,"W, 100-91",1,38:03,8.0,18.0,0.444,4.0,8.0,0.5,4.0,10.0,0.4,0.556,11.0,14.0,0.786,0.0,3.0,3.0,5.0,1.0,0.0,3.0,2.0,31.0,22.0,3.0
27,449.0,27,2024-12-19,NYK,@,MIN,"W, 133-107",1,29:45,5.0,14.0,0.357,2.0,5.0,0.4,3.0,9.0,0.333,0.429,2.0,2.0,1.0,1.0,2.0,3.0,7.0,1.0,0.0,3.0,1.0,14.0,10.0,8.0
28,450.0,28,2024-12-21,NYK,@,NOP,"W, 104-93",1,39:54,13.0,19.0,0.684,7.0,10.0,0.7,6.0,9.0,0.667,0.868,6.0,6.0,1.0,0.0,1.0,1.0,6.0,2.0,0.0,4.0,1.0,39.0,33.0,25.0
29,451.0,29,2024-12-23,NYK,,TOR,"W, 139-125",1,32:08,4.0,13.0,0.308,0.0,5.0,0.0,4.0,8.0,0.5,0.308,4.0,8.0,0.5,0.0,1.0,1.0,7.0,2.0,0.0,3.0,6.0,12.0,4.7,8.0
30,452.0,30,2024-12-25,NYK,,SAS,"W, 117-114",1,38:10,7.0,23.0,0.304,0.0,5.0,0.0,7.0,18.0,0.389,0.304,6.0,7.0,0.857,1.0,6.0,7.0,9.0,1.0,0.0,1.0,2.0,20.0,14.3,4.0
31,453.0,31,2024-12-27,NYK,@,ORL,"W, 108-85",1,36:43,11.0,21.0,0.524,0.0,2.0,0.0,11.0,19.0,0.579,0.524,4.0,6.0,0.667,1.0,2.0,3.0,9.0,2.0,0.0,1.0,4.0,26.0,21.9,19.0
32,454.0,32,2024-12-28,NYK,@,WAS,"W, 136-132 (OT)",1,44:00,18.0,31.0,0.581,3.0,11.0,0.273,15.0,20.0,0.75,0.629,16.0,17.0,0.941,0.0,3.0,3.0,9.0,0.0,0.0,3.0,1.0,55.0,43.9,1.0
33,455.0,33,2024-12-30,NYK,@,WAS,"W, 126-106",1,35:53,6.0,17.0,0.353,1.0,6.0,0.167,5.0,11.0,0.455,0.382,5.0,5.0,1.0,0.0,3.0,3.0,6.0,1.0,0.0,2.0,1.0,18.0,12.2,2.0
34,456.0,35,2025-01-03,NYK,@,OKC,"L, 107-117",1,40:08,9.0,23.0,0.391,0.0,5.0,0.0,9.0,18.0,0.5,0.391,4.0,6.0,0.667,1.0,2.0,3.0,9.0,1.0,0.0,3.0,2.0,22.0,13.5,-3.0
35,457.0,36,2025-01-04,NYK,@,CHI,"L, 126-139",1,32:50,11.0,20.0,0.55,1.0,4.0,0.25,10.0,16.0,0.625,0.575,10.0,11.0,0.909,1.0,1.0,2.0,8.0,2.0,0.0,1.0,0.0,33.0,30.6,-18.0
36,458.0,37,2025-01-06,NYK,,ORL,"L, 94-103",1,35:54,8.0,21.0,0.381,0.0,1.0,0.0,8.0,20.0,0.4,0.381,8.0,10.0,0.8,1.0,0.0,1.0,4.0,1.0,0.0,2.0,6.0,24.0,11.8,-3.0
37,459.0,38,2025-01-08,NYK,,TOR,"W, 112-98",1,34:53,5.0,13.0,0.385,1.0,4.0,0.25,4.0,9.0,0.444,0.423,2.0,4.0,0.5,0.0,6.0,6.0,7.0,1.0,0.0,1.0,1.0,13.0,11.4,20.0
38,460.0,39,2025-01-10,NYK,,OKC,"L, 101-126",1,33:04,7.0,15.0,0.467,1.0,2.0,0.5,6.0,13.0,0.462,0.5,12.0,12.0,1.0,0.0,1.0,1.0,5.0,0.0,0.0,4.0,3.0,27.0,17.9,-23.0
39,461.0,40,2025-01-12,NYK,,MIL,"W, 140-106",1,28:47,16.0,26.0,0.615,5.0,10.0,0.5,11.0,16.0,0.688,0.712,7.0,8.0,0.875,1.0,4.0,5.0,6.0,1.0,0.0,1.0,0.0,44.0,37.9,23.0
40,462.0,41,2025-01-13,NYK,,DET,"L, 119-124",1,39:25,12.0,24.0,0.5,1.0,7.0,0.143,11.0,17.0,0.647,0.521,6.0,8.0,0.75,0.0,4.0,4.0,11.0,1.0,0.0,4.0,3.0,31.0,22.9,-12.0
41,463.0,42,2025-01-15,NYK,@,PHI,"W, 125-119 (OT)",1,45:28,14.0,22.0,0.636,3.0,6.0,0.5,11.0,16.0,0.688,0.705,7.0,9.0,0.778,1.0,4.0,5.0,4.0,2.0,0.0,5.0,1.0,38.0,28.7,7.0
42,464.0,43,2025-01-17,NYK,,MIN,"L, 99-116",1,35:36,9.0,23.0,0.391,3.0,7.0,0.429,6.0,16.0,0.375,0.457,5.0,5.0,1.0,0.0,1.0,1.0,5.0,2.0,0.0,1.0,2.0,26.0,17.5,-16.0
43,465.0,44,2025-01-20,NYK,,ATL,"W, 119-110",1,38:50,12.0,18.0,0.667,3.0,5.0,0.6,9.0,13.0,0.692,0.75,7.0,11.0,0.636,0.0,1.0,1.0,6.0,1.0,0.0,3.0,2.0,34.0,26.3,-4.0
44,466.0,45,2025-01-21,NYK,@,BRK,"W, 99-95",1,38:34,7.0,18.0,0.389,1.0,4.0,0.25,6.0,14.0,0.429,0.417,2.0,4.0,0.5,0.0,3.0,3.0,4.0,0.0,0.0,1.0,4.0,17.0,7.5,-5.0
45,467.0,46,2025-01-25,NYK,,SAC,"W, 143-120",1,35:34,9.0,17.0,0.529,4.0,6.0,0.667,5.0,11.0,0.455,0.647,3.0,3.0,1.0,0.0,1.0,1.0,11.0,1.0,0.0,2.0,0.0,25.0,23.7,10.0
46,468.0,47,2025-01-27,NYK,,MEM,"W, 143-106",1,25:26,8.0,14.0,0.571,4.0,6.0,0.667,4.0,8.0,0.5,0.714,0.0,2.0,0.0,1.0,0.0,1.0,6.0,2.0,0.0,1.0,4.0,20.0,16.9,14.0
47,469.0,48,2025-01-29,NYK,,DEN,"W, 122-112",1,36:17,10.0,16.0,0.625,3.0,6.0,0.5,7.0,10.0,0.7,0.719,7.0,7.0,1.0,0.0,4.0,4.0,15.0,2.0,1.0,2.0,1.0,30.0,34.8,16.0
48,470.0,49,2025-02-01,NYK,,LAL,"L, 112-128",1,40:22,7.0,18.0,0.389,0.0,2.0,0.0,7.0,16.0,0.438,0.389,3.0,7.0,0.429,0.0,2.0,2.0,7.0,1.0,0.0,6.0,3.0,17.0,4.9,-17.0
49,471.0,50,2025-02-03,NYK,,HOU,"W, 124-118",1,36:47,14.0,27.0,0.519,1.0,4.0,0.25,13.0,23.0,0.565,0.537,13.0,14.0,0.929,2.0,4.0,6.0,10.0,2.0,0.0,4.0,1.0,42.0,35.5,12.0
50,472.0,51,2025-02-04,NYK,@,TOR,"W, 121-115",1,33:57,10.0,21.0,0.476,2.0,7.0,0.286,8.0,14.0,0.571,0.524,6.0,8.0,0.75,0.0,1.0,1.0,5.0,2.0,1.0,1.0,2.0,28.0,21.2,1.0
51,473.0,52,2025-02-08,NYK,,BOS,"L, 104-131",1,36:04,10.0,18.0,0.556,3.0,7.0,0.429,7.0,11.0,0.636,0.639,13.0,13.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,1.0,36.0,28.5,-19.0
52,474.0,53,2025-02-11,NYK,@,IND,"W, 128-115",1,22:44,4.0,11.0,0.364,0.0,1.0,0.0,4.0,10.0,0.4,0.364,0.0,0.0,,0.0,2.0,2.0,7.0,0.0,0.0,3.0,5.0,8.0,2.4,10.0
53,475.0,54,2025-02-12,NYK,,ATL,"W, 149-148 (OT)",1,42:40,13.0,21.0,0.619,3.0,7.0,0.429,10.0,14.0,0.714,0.69,7.0,10.0,0.7,1.0,2.0,3.0,8.0,0.0,0.0,3.0,3.0,36.0,28.0,-11.0
54,476.0,55,2025-02-20,NYK,,CHI,"W, 113-111 (OT)",1,38:29,8.0,21.0,0.381,2.0,9.0,0.222,6.0,12.0,0.5,0.429,4.0,4.0,1.0,0.0,3.0,3.0,12.0,1.0,1.0,2.0,1.0,22.0,19.1,3.0
55,477.0,56,2025-02-21,NYK,@,CLE,"L, 105-142",1,27:36,10.0,17.0,0.588,2.0,4.0,0.5,8.0,13.0,0.615,0.647,4.0,4.0,1.0,0.0,4.0,4.0,4.0,1.0,0.0,3.0,3.0,26.0,18.9,-17.0
56,478.0,57,2025-02-23,NYK,@,BOS,"L, 105-118",1,37:32,9.0,19.0,0.474,4.0,9.0,0.444,5.0,10.0,0.5,0.579,0.0,0.0,,0.0,3.0,3.0,4.0,1.0,0.0,4.0,0.0,22.0,13.0,-9.0
57,479.0,58,2025-02-26,NYK,,PHI,"W, 110-105",1,36:29,8.0,17.0,0.471,3.0,5.0,0.6,5.0,12.0,0.417,0.559,15.0,16.0,0.938,0.0,3.0,3.0,7.0,1.0,0.0,2.0,1.0,34.0,29.3,3.0
58,480.0,59,2025-02-28,NYK,@,MEM,"W, 114-113",1,36:16,10.0,23.0,0.435,2.0,6.0,0.333,8.0,17.0,0.471,0.478,1.0,1.0,1.0,1.0,6.0,7.0,6.0,3.0,1.0,3.0,1.0,23.0,17.9,-2.0
59,481.0,60,2025-03-02,NYK,@,MIA,"W, 116-112 (OT)",1,42:24,13.0,25.0,0.52,3.0,11.0,0.273,10.0,14.0,0.714,0.58,2.0,4.0,0.5,1.0,4.0,5.0,6.0,2.0,0.0,3.0,5.0,31.0,21.0,12.0
60,482.0,61,2025-03-04,NYK,,GSW,"L, 102-114",1,37:17,9.0,18.0,0.5,1.0,7.0,0.143,8.0,11.0,0.727,0.528,6.0,7.0,0.857,0.0,2.0,2.0,7.0,1.0,0.0,4.0,1.0,25.0,17.7,-15.0
61,483.0,62,2025-03-06,NYK,@,LAL,"L, 109-113 (OT)",1,41:11,13.0,26.0,0.5,1.0,7.0,0.143,12.0,19.0,0.632,0.519,12.0,13.0,0.923,0.0,4.0,4.0,10.0,0.0,0.0,3.0,2.0,39.0,30.0,-8.0
62,484.0,78,2025-04-06,NYK,,PHO,"W, 112-98",1,34:27,3.0,9.0,0.333,1.0,4.0,0.25,2.0,5.0,0.4,0.389,8.0,10.0,0.8,0.0,2.0,2.0,6.0,1.0,0.0,3.0,2.0,15.0,11.1,9.0
63,485.0,79,2025-04-08,NYK,,BOS,"L, 117-119 (OT)",1,38:26,10.0,21.0,0.476,5.0,12.0,0.417,5.0,9.0,0.556,0.595,2.0,2.0,1.0,0.0,1.0,1.0,10.0,0.0,0.0,2.0,1.0,27.0,21.2,-2.0
64,486.0,80,2025-04-10,NYK,@,DET,"L, 106-115",1,29:17,5.0,15.0,0.333,3.0,9.0,0.333,2.0,6.0,0.333,0.433,2.0,5.0,0.4,2.0,0.0,2.0,5.0,0.0,2.0,3.0,2.0,15.0,7.8,-11.0
65,487.0,81,2025-04-11,NYK,,CLE,"L, 102-108",1,36:17,9.0,17.0,0.529,3.0,7.0,0.429,6.0,10.0,0.6,0.618,6.0,7.0,0.857,0.0,1.0,1.0,2.0,1.0,0.0,3.0,1.0,27.0,17.6,-6.0
