ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus
1.0,8.0,1.0,2022-04-16,DAL,,UTA,"L, 93-99",1.0,40:44,9.0,24.0,0.375,1.0,3.0,0.333,8.0,21.0,0.381,0.396,5.0,6.0,0.833,2.0,5.0,7.0,5.0,0.0,0.0,2.0,3.0,24.0,13.6,-5.0
2.0,9.0,2.0,2022-04-18,DAL,,UTA,"W, 110-104",1.0,42:29,15.0,25.0,0.6,6.0,10.0,0.6,9.0,15.0,0.6,0.72,5.0,7.0,0.714,0.0,8.0,8.0,5.0,2.0,0.0,0.0,0.0,41.0,36.6,15.0
3.0,10.0,3.0,2022-04-21,DAL,@,UTA,"W, 126-118",1.0,35:05,12.0,22.0,0.545,0.0,4.0,0.0,12.0,18.0,0.667,0.545,7.0,7.0,1.0,0.0,1.0,1.0,6.0,0.0,0.0,1.0,2.0,31.0,23.1,-1.0
4.0,11.0,4.0,2022-04-23,DAL,@,UTA,"L, 99-100",1.0,35:19,7.0,18.0,0.389,2.0,5.0,0.4,5.0,13.0,0.385,0.444,7.0,8.0,0.875,1.0,4.0,5.0,3.0,0.0,0.0,0.0,3.0,23.0,15.6,6.0
5.0,12.0,5.0,2022-04-25,DAL,,UTA,"W, 102-77",1.0,36:34,9.0,20.0,0.45,1.0,7.0,0.143,8.0,13.0,0.615,0.475,5.0,5.0,1.0,2.0,3.0,5.0,4.0,1.0,0.0,1.0,2.0,24.0,17.9,23.0
6.0,13.0,6.0,2022-04-28,DAL,@,UTA,"W, 98-96",1.0,38:01,9.0,17.0,0.529,2.0,4.0,0.5,7.0,13.0,0.538,0.588,4.0,6.0,0.667,0.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,24.0,19.2,-16.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,14.0,7.0,2022-05-02,DAL,@,PHO,"L, 114-121",1.0,30:44,6.0,16.0,0.375,0.0,1.0,0.0,6.0,15.0,0.4,0.375,1.0,1.0,1.0,2.0,2.0,4.0,3.0,1.0,0.0,1.0,4.0,13.0,6.7,-7.0
8.0,15.0,8.0,2022-05-04,DAL,@,PHO,"L, 109-129",1.0,27:36,3.0,12.0,0.25,1.0,3.0,0.333,2.0,9.0,0.222,0.292,2.0,2.0,1.0,1.0,4.0,5.0,2.0,1.0,0.0,3.0,4.0,9.0,1.5,-22.0
9.0,16.0,9.0,2022-05-06,DAL,,PHO,"W, 103-94",1.0,36:22,10.0,21.0,0.476,1.0,5.0,0.2,9.0,16.0,0.563,0.5,7.0,7.0,1.0,0.0,4.0,4.0,5.0,1.0,0.0,1.0,1.0,28.0,21.6,7.0
10.0,17.0,10.0,2022-05-08,DAL,,PHO,"W, 111-101",1.0,37:37,7.0,17.0,0.412,1.0,3.0,0.333,6.0,14.0,0.429,0.441,3.0,4.0,0.75,1.0,3.0,4.0,4.0,0.0,0.0,2.0,2.0,18.0,10.1,16.0
11.0,18.0,11.0,2022-05-10,DAL,@,PHO,"L, 80-110",1.0,34:45,9.0,17.0,0.529,0.0,1.0,0.0,9.0,16.0,0.563,0.529,3.0,6.0,0.5,0.0,7.0,7.0,2.0,1.0,0.0,4.0,3.0,21.0,10.8,-12.0
12.0,19.0,12.0,2022-05-12,DAL,,PHO,"W, 113-86",1.0,35:19,6.0,14.0,0.429,0.0,3.0,0.0,6.0,11.0,0.545,0.429,6.0,6.0,1.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,18.0,15.3,24.0
13.0,20.0,13.0,2022-05-15,DAL,@,PHO,"W, 123-90",1.0,29:38,11.0,19.0,0.579,2.0,4.0,0.5,9.0,15.0,0.6,0.632,0.0,0.0,,3.0,3.0,6.0,2.0,1.0,0.0,0.0,2.0,24.0,19.7,22.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0,21.0,14.0,2022-05-18,DAL,@,GSW,"L, 87-112",1.0,31:43,6.0,16.0,0.375,0.0,5.0,0.0,6.0,11.0,0.545,0.375,2.0,4.0,0.5,1.0,3.0,4.0,4.0,1.0,0.0,1.0,1.0,14.0,8.4,-11.0
15.0,22.0,15.0,2022-05-20,DAL,@,GSW,"L, 117-126",1.0,36:23,11.0,19.0,0.579,5.0,7.0,0.714,6.0,12.0,0.5,0.711,4.0,6.0,0.667,0.0,7.0,7.0,5.0,0.0,0.0,2.0,3.0,31.0,23.7,2.0
16.0,23.0,16.0,2022-05-22,DAL,,GSW,"L, 100-109",1.0,36:35,7.0,12.0,0.583,3.0,6.0,0.5,4.0,6.0,0.667,0.708,3.0,4.0,0.75,1.0,4.0,5.0,3.0,0.0,0.0,1.0,2.0,20.0,16.2,-7.0
17.0,24.0,17.0,2022-05-24,DAL,,GSW,"W, 119-109",1.0,34:21,5.0,12.0,0.417,1.0,2.0,0.5,4.0,10.0,0.4,0.458,4.0,5.0,0.8,1.0,4.0,5.0,5.0,0.0,1.0,0.0,3.0,15.0,13.1,0.0
18.0,25.0,18.0,2022-05-26,DAL,@,GSW,"L, 110-120",1.0,30:09,3.0,10.0,0.3,0.0,2.0,0.0,3.0,8.0,0.375,0.3,4.0,6.0,0.667,0.0,2.0,2.0,4.0,0.0,0.0,0.0,3.0,10.0,5.6,-24.0
