ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus
16,168,16,2021-01-25,OKC,@,POR,"W, 125-122",1,32:24,8,12,.667,3,4,.750,5,8,.625,.792,5,10,.500,0,9,9,6,1,2,3,0,24,23.1,1
17,169,17,2021-01-27,OKC,@,PHO,"W, 102-97",1,31:20,6,18,.333,2,7,.286,4,11,.364,.389,7,9,.778,1,6,7,8,2,2,4,0,21,17.5,0
18,170,18,2021-01-29,OKC,,BRK,"L, 125-147",1,31:09,7,10,.700,0,1,.000,7,9,.778,.700,10,13,.769,1,3,4,5,0,1,4,2,24,19.6,-14
19,171,19,2021-02-01,OKC,,HOU,"L, 106-136",1,28:58,8,15,.533,2,5,.400,6,10,.600,.600,1,2,.500,0,2,2,5,1,2,5,1,19,12.4,-31
19,,20,2021-02-03,OKC,,HOU,"W, 104-87",Did Not Dress,,,,,,,,,,,,,,,,,,,,,,,,,
19,,21,2021-02-05,OKC,,MIN,"L, 103-106",Did Not Dress,,,,,,,,,,,,,,,,,,,,,,,,,
20,172,22,2021-02-06,OKC,,MIN,"W, 120-118",1,34:21,12,22,.545,2,6,.333,10,16,.625,.591,5,6,.833,0,9,9,7,1,0,2,2,31,25.8,7
21,173,23,2021-02-08,OKC,@,LAL,"L, 112-119 (OT)",1,41:34,10,25,.400,4,8,.500,6,17,.353,.480,5,5,1.000,1,6,7,10,0,1,4,3,29,20.5,3
21,,24,2021-02-10,OKC,@,LAL,"L, 113-114 (OT)",Did Not Dress,,,,,,,,,,,,,,,,,,,,,,,,,
21,,25,2021-02-12,OKC,@,DEN,"L, 95-97",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,
21,,26,2021-02-14,OKC,,MIL,"W, 114-109",Did Not Dress,,,,,,,,,,,,,,,,,,,,,,,,,
21,,27,2021-02-16,OKC,,POR,"L, 104-115",Did Not Dress,,,,,,,,,,,,,,,,,,,,,,,,,
22,174,28,2021-02-17,OKC,@,MEM,"L, 113-122",1,32:38,6,14,.429,2,5,.400,4,9,.444,.500,8,8,1.000,1,2,3,6,0,0,1,2,22,18.3,-2
23,175,29,2021-02-19,OKC,@,MIL,"L, 85-98",1,36:01,4,13,.308,2,5,.400,2,8,.250,.385,6,9,.667,0,4,4,5,1,0,4,3,16,7.8,-12
24,176,30,2021-02-21,OKC,@,CLE,"W, 117-101",1,35:50,9,15,.600,3,3,1.000,6,12,.500,.700,10,12,.833,0,4,4,9,1,0,3,3,31,27.6,10
25,177,31,2021-02-22,OKC,,MIA,"L, 94-108",1,35:20,10,15,.667,2,3,.667,8,12,.667,.733,5,6,.833,1,1,2,5,1,1,3,3,27,22.1,-15
26,178,32,2021-02-24,OKC,,SAS,"W, 102-99",1,38:01,13,20,.650,6,11,.545,7,9,.778,.800,10,11,.909,0,8,8,4,0,1,4,1,42,34.3,15
27,179,33,2021-02-26,OKC,,ATL,"W, 118-109",1,35:42,9,16,.563,3,5,.600,6,11,.545,.656,3,4,.750,1,4,5,4,1,0,2,2,24,18.9,8
28,180,34,2021-02-27,OKC,,DEN,"L, 96-126",1,26:07,5,11,.455,1,6,.167,4,5,.800,.500,2,2,1.000,0,5,5,6,1,2,4,0,13,11.4,-33
29,181,35,2021-03-03,OKC,@,DAL,"L, 78-87",1,34:37,5,15,.333,1,4,.250,4,11,.364,.367,4,6,.667,0,3,3,3,0,1,2,1,15,7.0,-18
30,182,36,2021-03-04,OKC,@,SAS,"W, 107-102",1,36:54,11,19,.579,2,4,.500,9,15,.600,.632,9,10,.900,0,3,3,8,0,1,2,2,33,28.1,17
31,183,37,2021-03-11,OKC,,DAL,"W, 116-108",1,32:37,11,22,.500,1,5,.200,10,17,.588,.523,9,9,1.000,1,1,2,6,1,0,2,4,32,23.6,11
31,,38,2021-03-13,OKC,,NYK,"L, 97-119",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,
32,184,39,2021-03-14,OKC,,MEM,"W, 128-122",1,34:25,8,17,.471,4,6,.667,4,11,.364,.588,10,11,.909,1,3,4,5,0,0,5,3,30,19.8,-11
33,185,40,2021-03-16,OKC,@,CHI,"L, 102-123",1,27:37,10,17,.588,0,1,.000,10,16,.625,.588,1,1,1.000,0,1,1,1,2,1,8,0,21,8.8,-36
34,186,41,2021-03-18,OKC,@,ATL,"L, 93-116",1,30:52,8,18,.444,1,4,.250,7,14,.500,.472,2,3,.667,0,3,3,4,0,0,2,2,19,10.1,-22
34,,42,2021-03-21,OKC,@,HOU,"W, 114-112",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,
35,187,43,2021-03-22,OKC,@,MIN,"W, 112-103",1,34:08,11,23,.478,4,6,.667,7,17,.412,.565,5,6,.833,0,3,3,4,1,2,2,1,31,22.6,4
35,,44,2021-03-24,OKC,,MEM,"L, 107-116",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,
35,,45,2021-03-27,OKC,,BOS,"L, 94-111",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,
35,,46,2021-03-29,OKC,,DAL,"L, 106-127",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,
35,,47,2021-03-31,OKC,,TOR,"W, 113-103",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,
35,,48,2021-04-02,OKC,@,PHO,"L, 103-140",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,
35,,49,2021-04-03,OKC,@,POR,"L, 85-133",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,
35,,50,2021-04-05,OKC,,DET,"L, 108-132",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,
35,,51,2021-04-07,OKC,,CHO,"L, 102-113",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,
35,,52,2021-04-08,OKC,,CLE,"L, 102-129",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,
35,,53,2021-04-10,OKC,,PHI,"L, 93-117",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,
35,,54,2021-04-13,OKC,@,UTA,"L, 96-106",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,
35,,55,2021-04-14,OKC,,GSW,"L, 109-147",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,
35,,56,2021-04-16,OKC,@,DET,"L, 104-110",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,
35,,57,2021-04-18,OKC,@,TOR,"L, 106-112",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,
35,,58,2021-04-19,OKC,@,WAS,"L, 107-119",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,
35,,59,2021-04-21,OKC,@,IND,"L, 116-122",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,
35,,60,2021-04-23,OKC,,WAS,"L, 109-129",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,
35,,61,2021-04-26,OKC,@,PHI,"L, 90-121",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,
35,,62,2021-04-27,OKC,@,BOS,"W, 119-115",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,
35,,63,2021-04-29,OKC,,NOP,"L, 95-109",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,
35,,64,2021-05-01,OKC,,IND,"L, 95-152",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,
35,,65,2021-05-02,OKC,,PHO,"L, 120-123",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,
35,,66,2021-05-04,OKC,,SAC,"L, 99-103",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,
35,,67,2021-05-06,OKC,@,GSW,"L, 97-118",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,
35,,68,2021-05-08,OKC,@,GSW,"L, 97-136",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,
35,,69,2021-05-09,OKC,@,SAC,"L, 98-126",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,
35,,70,2021-05-11,OKC,@,SAC,"L, 106-122",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,
35,,71,2021-05-14,OKC,,UTA,"L, 93-109",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,
35,,72,2021-05-16,OKC,,LAC,"W, 117-112",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,
