date,pts,blk,ast,stl,tov,fg3,fg,ft,is_playoff,reb
2025-01-10,4.0,0.0,5.0,1.0,1.0,0.0,2.0,0.0,1.0,4.0
2025-01-12,19.0,0.0,4.0,2.0,3.0,2.0,7.0,3.0,1.0,2.0
2025-01-14,10.0,0.0,9.0,3.0,2.0,0.0,4.0,2.0,1.0,4.0
2025-01-16,12.0,0.0,6.0,3.0,3.0,0.0,4.0,4.0,1.0,4.0
2025-01-18,7.0,0.0,3.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0
2025-01-23,8.0,0.0,8.0,3.0,1.0,0.0,3.0,2.0,1.0,4.0
2025-01-25,15.0,0.0,9.0,3.0,0.0,2.0,6.0,1.0,1.0,8.0
2025-02-01,19.0,0.0,5.0,2.0,3.0,1.0,7.0,4.0,1.0,1.0
2025-02-03,10.0,0.0,8.0,2.0,1.0,2.0,4.0,0.0,1.0,3.0
2025-02-04,17.0,1.0,2.0,2.0,4.0,0.0,6.0,5.0,1.0,6.0
2025-02-06,4.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,3.0
2025-02-08,2.0,0.0,3.0,1.0,3.0,0.0,0.0,2.0,1.0,0.0
2025-02-11,8.0,0.0,2.0,3.0,1.0,0.0,3.0,2.0,1.0,1.0
2025-02-12,9.0,0.0,4.0,0.0,1.0,1.0,2.0,4.0,1.0,3.0
2025-02-20,11.0,0.0,4.0,2.0,1.0,1.0,4.0,2.0,1.0,3.0
2025-02-23,12.0,0.0,1.0,1.0,2.0,0.0,5.0,2.0,1.0,5.0
2025-02-24,6.0,0.0,5.0,1.0,4.0,0.0,3.0,0.0,1.0,2.0
2025-02-26,7.0,0.0,3.0,1.0,6.0,0.0,3.0,1.0,1.0,0.0
2025-02-28,9.0,2.0,11.0,1.0,2.0,1.0,4.0,0.0,1.0,3.0
2025-03-02,11.0,0.0,4.0,2.0,1.0,2.0,4.0,1.0,1.0,2.0
2025-03-04,5.0,2.0,6.0,4.0,1.0,1.0,2.0,0.0,1.0,6.0
2025-03-06,15.0,0.0,10.0,0.0,2.0,2.0,5.0,3.0,1.0,1.0
2025-03-08,11.0,0.0,12.0,3.0,3.0,1.0,5.0,0.0,1.0,5.0
2025-03-10,8.0,0.0,3.0,3.0,1.0,0.0,3.0,2.0,1.0,3.0
2025-03-11,12.0,0.0,3.0,1.0,0.0,2.0,4.0,2.0,1.0,2.0
2025-03-14,5.0,0.0,7.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0
