ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus
1.0,26.0,1.0,2023-04-15,NYK,@,CLE,"W, 101-97",1.0,29:30,11.0,24.0,0.458,1.0,4.0,0.25,10.0,20.0,0.5,0.479,4.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,3.0,27.0,16.8,2.0
2.0,27.0,2.0,2023-04-18,NYK,@,CLE,"L, 90-107",1.0,36:19,5.0,17.0,0.294,1.0,8.0,0.125,4.0,9.0,0.444,0.324,9.0,10.0,0.9,1.0,4.0,5.0,6.0,4.0,0.0,2.0,1.0,20.0,17.4,-10.0
3.0,28.0,3.0,2023-04-21,NYK,,CLE,"W, 99-79",1.0,37:55,10.0,18.0,0.556,0.0,4.0,0.0,10.0,14.0,0.714,0.556,1.0,1.0,1.0,0.0,4.0,4.0,6.0,2.0,0.0,3.0,2.0,21.0,16.0,20.0
4.0,29.0,4.0,2023-04-23,NYK,,CLE,"W, 102-93",1.0,42:57,11.0,22.0,0.5,5.0,9.0,0.556,6.0,13.0,0.462,0.614,2.0,2.0,1.0,2.0,4.0,6.0,6.0,1.0,1.0,4.0,1.0,29.0,22.1,9.0
5.0,30.0,5.0,2023-04-26,NYK,@,CLE,"W, 106-95",1.0,41:33,8.0,22.0,0.364,2.0,6.0,0.333,6.0,16.0,0.375,0.409,5.0,5.0,1.0,1.0,3.0,4.0,4.0,2.0,0.0,2.0,2.0,23.0,14.4,11.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,31.0,6.0,2023-04-30,NYK,,MIA,"L, 101-108",1.0,40:03,11.0,23.0,0.478,0.0,7.0,0.0,11.0,16.0,0.688,0.478,3.0,4.0,0.75,1.0,4.0,5.0,7.0,1.0,0.0,5.0,2.0,25.0,14.9,-8.0
7.0,32.0,7.0,2023-05-02,NYK,,MIA,"W, 111-105",1.0,39:28,10.0,19.0,0.526,6.0,10.0,0.6,4.0,9.0,0.444,0.684,4.0,4.0,1.0,1.0,4.0,5.0,2.0,2.0,0.0,1.0,1.0,30.0,24.6,12.0
8.0,33.0,8.0,2023-05-06,NYK,@,MIA,"L, 86-105",1.0,37:33,7.0,20.0,0.35,0.0,5.0,0.0,7.0,15.0,0.467,0.35,6.0,6.0,1.0,1.0,5.0,6.0,8.0,0.0,0.0,0.0,3.0,20.0,15.4,-6.0
9.0,34.0,9.0,2023-05-08,NYK,@,MIA,"L, 101-109",1.0,44:29,10.0,21.0,0.476,2.0,7.0,0.286,8.0,14.0,0.571,0.524,10.0,11.0,0.909,0.0,4.0,4.0,11.0,1.0,0.0,1.0,5.0,32.0,27.8,-5.0
10.0,35.0,10.0,2023-05-10,NYK,,MIA,"W, 112-103",1.0,48:00,12.0,22.0,0.545,4.0,10.0,0.4,8.0,12.0,0.667,0.636,10.0,12.0,0.833,1.0,8.0,9.0,7.0,1.0,0.0,1.0,2.0,38.0,33.8,9.0
11.0,36.0,11.0,2023-05-12,NYK,@,MIA,"L, 92-96",1.0,45:10,14.0,22.0,0.636,5.0,10.0,0.5,9.0,12.0,0.75,0.75,8.0,9.0,0.889,0.0,4.0,4.0,3.0,0.0,0.0,3.0,4.0,41.0,29.5,3.0
