ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus
1,244,1,2022-10-19,OKC,@,MIN,"L, 108-115",1,36:47,12,23,.522,2,6,.333,10,17,.588,.565,6,6,1.000,2,4,6,5,3,2,2,1,32,28.8,-1
2,245,2,2022-10-22,OKC,@,DEN,"L, 117-122",1,33:56,11,24,.458,1,5,.200,10,19,.526,.479,5,5,1.000,0,3,3,7,1,0,5,4,28,15.8,-6
2,,3,2022-10-23,OKC,,MIN,"L, 106-116",Did Not Dress,,,,,,,,,,,,,,,,,,,,,,,,,
3,246,4,2022-10-25,OKC,,LAC,"W, 108-94",1,36:44,11,22,.500,2,2,1.000,9,20,.450,.545,9,9,1.000,1,4,5,8,3,3,2,0,33,32.6,23
4,247,5,2022-10-27,OKC,,LAC,"W, 118-110",1,34:01,10,23,.435,2,4,.500,8,19,.421,.478,2,2,1.000,1,4,5,6,3,0,3,4,24,16.4,12
5,248,6,2022-10-29,OKC,@,DAL,"W, 117-111 (OT)",1,41:20,15,27,.556,0,2,.000,15,25,.600,.556,8,8,1.000,2,4,6,9,2,1,3,2,38,32.9,20
6,249,7,2022-11-01,OKC,,ORL,"W, 116-108",1,32:54,12,18,.667,0,3,.000,12,15,.800,.667,10,11,.909,0,4,4,6,3,2,5,2,34,29.8,-2
7,250,8,2022-11-03,OKC,,DEN,"L, 110-122",1,35:12,13,17,.765,0,0,,13,17,.765,.765,11,11,1.000,1,3,4,3,2,0,4,3,37,30.8,-6
8,251,9,2022-11-05,OKC,@,MIL,"L, 94-108",1,31:46,7,16,.438,0,1,.000,7,15,.467,.438,4,5,.800,0,1,1,3,1,1,2,3,18,10.1,-19
9,252,10,2022-11-07,OKC,@,DET,"L, 103-112",1,38:00,13,23,.565,0,0,,13,23,.565,.565,7,7,1.000,2,5,7,5,1,4,1,2,33,30.5,-8
10,253,11,2022-11-09,OKC,,MIL,"L, 132-136 (2OT)",1,46:05,13,25,.520,2,5,.400,11,20,.550,.560,11,13,.846,1,3,4,4,0,2,4,5,39,25.7,3
11,254,12,2022-11-11,OKC,,TOR,"W, 132-113",1,28:03,8,14,.571,1,2,.500,7,12,.583,.607,3,4,.750,0,3,3,4,3,1,3,2,20,16.6,13
12,255,13,2022-11-13,OKC,@,NYK,"W, 145-135",1,36:12,13,22,.591,2,3,.667,11,19,.579,.636,9,10,.900,0,5,5,8,3,2,6,2,37,31.1,4
13,256,14,2022-11-14,OKC,@,BOS,"L, 122-126",1,35:59,13,26,.500,2,4,.500,11,22,.500,.538,9,9,1.000,1,3,4,8,2,1,4,2,37,29.1,-3
